,ID,Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,Latitude,Longitude,Clouds,Max Temp,Min Temp,Max Wind Speed,Precipitation
1613,12011012,03-16-2020,091XX S COMMERCIAL AVE,ASSAULT,SIMPLE,RESTAURANT,True,False,41.729524928,-87.551242042,97,4.4,1.0,4.1,0.5
1623,12010973,03-16-2020,078XX S JEFFERY BLVD,ASSAULT,AGGRAVATED - OTHER FIREARM,APARTMENT,False,True,41.752506956,-87.576004685,97,4.4,1.0,4.1,0.5
1644,12014062,03-14-2020,035XX W AINSLIE ST,ASSAULT,SIMPLE,RESIDENCE,False,True,41.970187802,-87.716587321,92,5.3,0.4,8.8,3.5
1704,12009721,03-14-2020,075XX S ASHLAND AVE,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,41.756689862,-87.663593994,92,5.3,0.4,8.8,3.5
1705,12009286,03-14-2020,056XX W 64TH PL,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,False,False,41.775307308,-87.762751914,92,5.3,0.4,8.8,3.5
1710,12009051,03-14-2020,054XX S HARLEM AVE,ASSAULT,AGGRAVATED - HANDGUN,SMALL RETAIL STORE,False,False,41.79370201,-87.801581746,92,5.3,0.4,8.8,3.5
1714,12008814,03-14-2020,066XX S ELLIS AVE,ASSAULT,SIMPLE,APARTMENT,False,True,41.774537852,-87.600931365,92,5.3,0.4,8.8,3.5
1758,12008998,03-14-2020,055XX W RACE AVE,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,False,False,41.889299704,-87.764011989,92,5.3,0.4,8.8,3.5
1760,12009395,03-14-2020,053XX S PULASKI RD,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,41.79639731,-87.723251281,92,5.3,0.4,8.8,3.5
1778,12008932,03-14-2020,060XX S SACRAMENTO AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.784050587,-87.698406075,92,5.3,0.4,8.8,3.5
1792,12009287,03-14-2020,003XX W CHICAGO AVE,ASSAULT,SIMPLE,BAR OR TAVERN,True,False,41.896561044,-87.636584978,92,5.3,0.4,8.8,3.5
1805,12009380,03-14-2020,067XX S LOOMIS BLVD,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,True,True,41.771170158,-87.659135991,92,5.3,0.4,8.8,3.5
1829,12008715,03-14-2020,068XX S MAPLEWOOD AVE,ASSAULT,SIMPLE,RESIDENCE,False,True,41.769513828,-87.687046229,92,5.3,0.4,8.8,3.5
1830,12009021,03-14-2020,001XX N DEARBORN ST,ASSAULT,SIMPLE,STREET,False,False,41.884640562,-87.629465296,92,5.3,0.4,8.8,3.5
1833,12009306,03-14-2020,035XX N CLARK ST,ASSAULT,SIMPLE,BAR OR TAVERN,False,False,41.945910991,-87.655474824,92,5.3,0.4,8.8,3.5
1839,12009283,03-14-2020,071XX S MOZART ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,True,41.763782747,-87.694229384,92,5.3,0.4,8.8,3.5
1842,12008924,03-14-2020,058XX W MADISON ST,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,41.880146122,-87.770945388,92,5.3,0.4,8.8,3.5
1845,12009192,03-14-2020,011XX N LECLAIRE AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,False,True,41.900900864,-87.753293142,92,5.3,0.4,8.8,3.5
1852,12008854,03-14-2020,0000X W CHICAGO AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,True,False,41.896664035,-87.629175344,92,5.3,0.4,8.8,3.5
1853,12008933,03-14-2020,028XX W 58TH ST,ASSAULT,SIMPLE,STREET,False,False,41.788199558,-87.695361993,92,5.3,0.4,8.8,3.5
1855,12008734,03-14-2020,068XX S BISHOP ST,ASSAULT,SIMPLE,RESIDENCE,False,True,41.769895463,-87.660311396,92,5.3,0.4,8.8,3.5
1866,12009254,03-14-2020,093XX S STEWART AVE,ASSAULT,SIMPLE,RESIDENCE,False,False,41.724359907,-87.632884175,92,5.3,0.4,8.8,3.5
1873,12009175,03-14-2020,062XX S ASHLAND AVE,ASSAULT,SIMPLE,APARTMENT,False,True,41.780667871,-87.664250148,92,5.3,0.4,8.8,3.5
1874,12009067,03-14-2020,009XX N LARAMIE AVE,ASSAULT,SIMPLE,APARTMENT,False,True,41.8977158,-87.755669081,92,5.3,0.4,8.8,3.5
1878,12009368,03-14-2020,060XX N LINCOLN AVE,ASSAULT,SIMPLE,HOTEL / MOTEL,False,False,41.992259008,-87.710415066,92,5.3,0.4,8.8,3.5
1908,12009505,03-14-2020,073XX S STONY ISLAND AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.761234721,-87.586201552,92,5.3,0.4,8.8,3.5
1914,12008846,03-14-2020,026XX E 75TH ST,ASSAULT,SIMPLE,NURSING / RETIREMENT HOME,False,False,41.759381635,-87.55956245,92,5.3,0.4,8.8,3.5
1922,12009142,03-14-2020,078XX S DREXEL AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.752383949,-87.602781118,92,5.3,0.4,8.8,3.5
1941,12008601,03-14-2020,0000X E 119TH ST,ASSAULT,SIMPLE,APARTMENT,False,True,41.678038836,-87.621786325,92,5.3,0.4,8.8,3.5
1947,12008557,03-14-2020,012XX W 63RD ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,True,False,41.779605366,-87.654813009,92,5.3,0.4,8.8,3.5
1959,12009184,03-14-2020,019XX W CULLERTON ST,ASSAULT,SIMPLE,STREET,True,False,41.854951882,-87.674084653,92,5.3,0.4,8.8,3.5
1961,12008810,03-14-2020,003XX E 75TH ST,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA BUS,False,False,41.758392135,-87.615991773,92,5.3,0.4,8.8,3.5
1972,12009330,03-14-2020,031XX W OHIO ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.891906679,-87.705558709,92,5.3,0.4,8.8,3.5
2034,12009363,03-14-2020,014XX E 71ST PL,ASSAULT,SIMPLE,RESIDENCE,True,False,41.765113713,-87.590210613,92,5.3,0.4,8.8,3.5
2044,12009145,03-14-2020,009XX E 81ST ST,ASSAULT,AGGRAVATED PROTECTED EMPLOYEE - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,41.747672078,-87.601071903,92,5.3,0.4,8.8,3.5
2047,12009415,03-14-2020,013XX S MILLARD AVE,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,True,False,41.863848737,-87.716564068,92,5.3,0.4,8.8,3.5
2050,12008939,03-14-2020,067XX S DR MARTIN LUTHER KING JR DR,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.772230883,-87.61543435,92,5.3,0.4,8.8,3.5
2051,12008583,03-14-2020,061XX W ADDISON ST,ASSAULT,SIMPLE,STREET,False,False,41.945739723,-87.779595697,92,5.3,0.4,8.8,3.5
2100,12008578,03-14-2020,033XX W MAYPOLE AVE,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,True,41.883578698,-87.709734846,92,5.3,0.4,8.8,3.5
2105,12008963,03-14-2020,068XX S ASHLAND AVE,ASSAULT,SIMPLE,CONVENIENCE STORE,False,False,41.769916749,-87.663954978,92,5.3,0.4,8.8,3.5
2119,12011262,03-14-2020,0000X W MAPLE ST,ASSAULT,SIMPLE,STREET,False,False,41.901869274,-87.629529568,92,5.3,0.4,8.8,3.5
2129,12009232,03-14-2020,009XX E 80TH ST,ASSAULT,SIMPLE,APARTMENT,False,False,41.749504346,-87.600926483,92,5.3,0.4,8.8,3.5
2145,12008513,03-14-2020,003XX W 110TH ST,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,True,41.694312336,-87.631090274,92,5.3,0.4,8.8,3.5
2153,12009423,03-14-2020,016XX W 47TH ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,True,False,41.808590262,-87.666486929,92,5.3,0.4,8.8,3.5
2177,12008559,03-14-2020,020XX W ARTHUR AVE,ASSAULT,SIMPLE,APARTMENT,True,True,41.999694157,-87.680977084,92,5.3,0.4,8.8,3.5
2180,12009316,03-14-2020,053XX N LINCOLN AVE,ASSAULT,SIMPLE,HOTEL / MOTEL,False,True,41.978052908,-87.692576858,92,5.3,0.4,8.8,3.5
2182,12009213,03-14-2020,042XX W FULLERTON AVE,ASSAULT,SIMPLE,RESTAURANT,False,False,41.924404723,-87.733432022,92,5.3,0.4,8.8,3.5
2211,12008605,03-14-2020,013XX W LAKE ST,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,41.885426714,-87.661759042,92,5.3,0.4,8.8,3.5
2224,12009800,03-14-2020,037XX W 82ND PL,ASSAULT,SIMPLE,RESIDENCE,False,True,41.743191672,-87.715708437,92,5.3,0.4,8.8,3.5
2225,12009270,03-14-2020,015XX S RIDGEWAY AVE,ASSAULT,SIMPLE,APARTMENT,False,True,41.860043969,-87.718894972,92,5.3,0.4,8.8,3.5
2228,12009289,03-14-2020,003XX S MORGAN ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.877553016,-87.651897861,92,5.3,0.4,8.8,3.5
2229,12008709,03-14-2020,041XX W 76TH ST,ASSAULT,AGGRAVATED - HANDGUN,WAREHOUSE,False,False,41.755042102,-87.725061421,92,5.3,0.4,8.8,3.5
2235,12009832,03-14-2020,048XX N MILWAUKEE AVE,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,41.969269992,-87.761954601,92,5.3,0.4,8.8,3.5
2237,12009881,03-14-2020,053XX N KEDZIE AVE,ASSAULT,SIMPLE,BAR OR TAVERN,False,False,41.978265485,-87.70874202,92,5.3,0.4,8.8,3.5
2327,12010428,03-13-2020,072XX S STATE ST,ASSAULT,AGGRAVATED - HANDGUN,SCHOOL - PUBLIC GROUNDS,False,False,41.762719954,-87.624846791,40,9.4,1.5,7.7,0.0
2352,12007673,03-13-2020,006XX N OGDEN AVE,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,41.892824974,-87.657512898,40,9.4,1.5,7.7,0.0
2355,12007951,03-13-2020,100XX S MORGAN ST,ASSAULT,SIMPLE,RESIDENCE,False,True,41.711719087,-87.64782154,40,9.4,1.5,7.7,0.0
2366,12008258,03-13-2020,009XX W GARFIELD BLVD,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,41.793876041,-87.649323127,40,9.4,1.5,7.7,0.0
2399,12008333,03-13-2020,043XX W CONGRESS PKWY,ASSAULT,SIMPLE,GAS STATION,False,False,41.874232051,-87.73506171,40,9.4,1.5,7.7,0.0
2401,12008135,03-13-2020,029XX N CICERO AVE,ASSAULT,SIMPLE,AUTO / BOAT / RV DEALERSHIP,False,False,41.933583986,-87.746675826,40,9.4,1.5,7.7,0.0
2404,12007675,03-13-2020,017XX N CALIFORNIA AVE,ASSAULT,SIMPLE,STREET,False,False,41.912274198,-87.697045049,40,9.4,1.5,7.7,0.0
2426,12010727,03-13-2020,009XX W GARFIELD BLVD,ASSAULT,SIMPLE,SCHOOL - PUBLIC BUILDING,False,False,41.793876041,-87.649323127,40,9.4,1.5,7.7,0.0
2437,12007925,03-13-2020,043XX S COTTAGE GROVE AVE,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,41.815840179,-87.606689941,40,9.4,1.5,7.7,0.0
2459,12009031,03-13-2020,092XX S EUCLID AVE,ASSAULT,SIMPLE,RESIDENCE,False,True,41.726964704,-87.576685729,40,9.4,1.5,7.7,0.0
2466,12008427,03-13-2020,014XX E 75TH ST,ASSAULT,SIMPLE,NURSING / RETIREMENT HOME,True,False,41.758739878,-87.589118634,40,9.4,1.5,7.7,0.0
2468,12008411,03-13-2020,011XX N STATE ST,ASSAULT,"AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY",STREET,True,False,41.90265577,-87.628455651,40,9.4,1.5,7.7,0.0
2478,12007982,03-13-2020,061XX S WABASH AVE,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,True,True,41.782861937,-87.623774464,40,9.4,1.5,7.7,0.0
2495,12008136,03-13-2020,028XX W LEXINGTON ST,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,True,41.87196127,-87.697041143,40,9.4,1.5,7.7,0.0
2497,12008840,03-13-2020,026XX E 75TH ST,ASSAULT,SIMPLE,NURSING / RETIREMENT HOME,False,False,41.759381635,-87.55956245,40,9.4,1.5,7.7,0.0
2498,12008180,03-13-2020,072XX S MILLARD AVE,ASSAULT,SIMPLE,RESIDENCE,False,False,41.761927505,-87.713751107,40,9.4,1.5,7.7,0.0
2502,12007805,03-13-2020,015XX S TRIPP AVE,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,False,False,41.860094917,-87.731104065,40,9.4,1.5,7.7,0.0
2516,12007977,03-13-2020,066XX S CAMPBELL AVE,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE - YARD (FRONT / BACK),True,False,41.772989954,-87.685911542,40,9.4,1.5,7.7,0.0
2519,12007509,03-13-2020,041XX W 47TH ST,ASSAULT,AGGRAVATED - HANDGUN,BAR OR TAVERN,True,False,41.807820161,-87.727614164,40,9.4,1.5,7.7,0.0
2523,12008002,03-13-2020,059XX S MICHIGAN AVE,ASSAULT,SIMPLE,STREET,False,False,41.786565569,-87.622255929,40,9.4,1.5,7.7,0.0
2531,12008190,03-13-2020,029XX W 24TH BLVD,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),False,False,41.847841933,-87.698517082,40,9.4,1.5,7.7,0.0
2549,12008010,03-13-2020,015XX E 56TH ST,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PUBLIC BUILDING,False,False,41.793364184,-87.586943342,40,9.4,1.5,7.7,0.0
2611,12008080,03-13-2020,049XX S ARCHER AVE,ASSAULT,SIMPLE,STREET,False,True,41.804407147,-87.720021019,40,9.4,1.5,7.7,0.0
2624,12008913,03-13-2020,030XX N PULASKI RD,ASSAULT,SIMPLE,CONVENIENCE STORE,False,False,41.935721524,-87.727089019,40,9.4,1.5,7.7,0.0
2676,12008065,03-13-2020,040XX N BROADWAY,ASSAULT,SIMPLE,SIDEWALK,False,False,41.954892271,-87.650754774,40,9.4,1.5,7.7,0.0
2678,12008344,03-13-2020,063XX S ASHLAND AVE,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,41.778883826,-87.664206366,40,9.4,1.5,7.7,0.0
2697,12007746,03-13-2020,079XX S MARSHFIELD AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.749525041,-87.664632272,40,9.4,1.5,7.7,0.0
2698,12007997,03-13-2020,064XX S LAFLIN ST,ASSAULT,SIMPLE,APARTMENT,False,True,41.777214485,-87.661716029,40,9.4,1.5,7.7,0.0
2705,12009609,03-13-2020,066XX S CAMPBELL AVE,ASSAULT,SIMPLE,RESIDENCE,False,False,41.772989954,-87.685911542,40,9.4,1.5,7.7,0.0
2722,12007699,03-13-2020,019XX S HOMAN AVE,ASSAULT,SIMPLE,STREET,False,False,41.854656852,-87.710210418,40,9.4,1.5,7.7,0.0
2729,12007803,03-13-2020,027XX W GRAND AVE,ASSAULT,SIMPLE,CTA BUS,True,False,41.893876692,-87.695534487,40,9.4,1.5,7.7,0.0
2738,12008028,03-13-2020,038XX S PRINCETON AVE,ASSAULT,SIMPLE,SIDEWALK,False,False,41.824976728,-87.633795457,40,9.4,1.5,7.7,0.0
2753,12008357,03-13-2020,081XX S GREEN ST,ASSAULT,SIMPLE,STREET,False,True,41.746487231,-87.645135864,40,9.4,1.5,7.7,0.0
2758,12008014,03-13-2020,010XX N KEDZIE AVE,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,41.900444825,-87.706712974,40,9.4,1.5,7.7,0.0
2774,12009795,03-13-2020,056XX S NAGLE AVE,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,True,41.789489452,-87.782922583,40,9.4,1.5,7.7,0.0
2777,12008078,03-13-2020,047XX W 53RD ST,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,41.796698547,-87.740957963,40,9.4,1.5,7.7,0.0
2787,12007587,03-13-2020,024XX S PULASKI RD,ASSAULT,SIMPLE,SIDEWALK,False,False,41.847681516,-87.724647102,40,9.4,1.5,7.7,0.0
2800,12007945,03-13-2020,037XX W CHICAGO AVE,ASSAULT,SIMPLE,MEDICAL / DENTAL OFFICE,True,False,41.895420644,-87.720539406,40,9.4,1.5,7.7,0.0
2801,12008482,03-13-2020,028XX S VERNON AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.84270277,-87.615693065,40,9.4,1.5,7.7,0.0
2804,12007739,03-13-2020,066XX S NORMAL BLVD,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PUBLIC BUILDING,False,False,41.772983029,-87.636868222,40,9.4,1.5,7.7,0.0
2821,12007749,03-13-2020,020XX W 63RD ST,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,CONVENIENCE STORE,True,False,41.779310448,-87.674394341,40,9.4,1.5,7.7,0.0
2822,12008107,03-13-2020,053XX S DR MARTIN LUTHER KING JR DR,ASSAULT,AGGRAVATED PROTECTED EMPLOYEE - KNIFE / CUTTING INSTRUMENT,SCHOOL - PUBLIC BUILDING,False,False,41.797490407,-87.616051012,40,9.4,1.5,7.7,0.0
2824,12007965,03-13-2020,052XX N BROADWAY,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,41.977056245,-87.659885127,40,9.4,1.5,7.7,0.0
2826,12008592,03-13-2020,067XX S STONY ISLAND AVE,ASSAULT,SIMPLE,OTHER (SPECIFY),False,True,41.7727202,-87.586295567,40,9.4,1.5,7.7,0.0
2833,12007955,03-13-2020,006XX W 116TH PL,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,True,41.682950034,-87.639095654,40,9.4,1.5,7.7,0.0
2837,12008048,03-13-2020,042XX W 47TH ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,True,False,41.807789205,-87.730075658,40,9.4,1.5,7.7,0.0
2866,12008450,03-13-2020,070XX S FAIRFIELD AVE,ASSAULT,SIMPLE,APARTMENT,False,True,41.765569632,-87.691829041,40,9.4,1.5,7.7,0.0
2881,12008020,03-13-2020,052XX S DREXEL AVE,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,41.800004692,-87.603931198,40,9.4,1.5,7.7,0.0
2908,12007820,03-13-2020,025XX W IRVING PARK RD,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,41.954001531,-87.691387729,40,9.4,1.5,7.7,0.0
2916,12012684,03-13-2020,003XX N ORLEANS ST,ASSAULT,SIMPLE,FACTORY / MANUFACTURING BUILDING,False,False,41.888676095,-87.636913058,40,9.4,1.5,7.7,0.0
2918,12013445,03-13-2020,036XX N LINCOLN AVE,ASSAULT,SIMPLE,GOVERNMENT BUILDING / PROPERTY,False,False,41.947771496,-87.674316525,40,9.4,1.5,7.7,0.0
2921,12013259,03-13-2020,036XX W DOUGLAS BLVD,ASSAULT,SIMPLE,APARTMENT,False,False,41.86283033,-87.71702173,40,9.4,1.5,7.7,0.0
2960,11988198,02-20-2020,076XX S EVANS AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.755758717,-87.606561764,26,-5.0,-10.6,6.7,0.0
2976,11987277,02-20-2020,036XX S RHODES AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.828762287,-87.614436164,26,-5.0,-10.6,6.7,0.0
2981,11987801,02-20-2020,072XX S CARPENTER ST,ASSAULT,SIMPLE,STREET,False,False,41.762762269,-87.650416081,26,-5.0,-10.6,6.7,0.0
2990,11988954,02-20-2020,078XX S DREXEL AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.752383949,-87.602781118,26,-5.0,-10.6,6.7,0.0
2995,11987552,02-20-2020,026XX W 63RD ST,ASSAULT,SIMPLE,STREET,False,True,41.779176188,-87.689434991,26,-5.0,-10.6,6.7,0.0
3012,11986457,02-20-2020,024XX S HAMLIN AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.847529294,-87.719763467,26,-5.0,-10.6,6.7,0.0
3035,11987192,02-20-2020,024XX W 26TH ST,ASSAULT,SIMPLE,OTHER,False,False,41.844802511,-87.686927677,26,-5.0,-10.6,6.7,0.0
3037,11987078,02-20-2020,007XX E ADMINISTRATION DR,ASSAULT,SIMPLE,STREET,False,False,41.792370993,-87.607538141,26,-5.0,-10.6,6.7,0.0
3047,11986807,02-20-2020,037XX S WENTWORTH AVE,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),False,False,41.826839247,-87.631408649,26,-5.0,-10.6,6.7,0.0
3050,11987331,02-20-2020,0000X W 95TH ST,ASSAULT,PRO EMP HANDS NO/MIN INJURY,CTA STATION,True,False,41.721627204,-87.624485177,26,-5.0,-10.6,6.7,0.0
3058,11987227,02-20-2020,028XX S KEDZIE AVE,ASSAULT,SIMPLE,RESTAURANT,True,False,41.8405527,-87.704919592,26,-5.0,-10.6,6.7,0.0
3064,11986882,02-20-2020,008XX S TRIPP AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.870456264,-87.731443733,26,-5.0,-10.6,6.7,0.0
3085,11987208,02-20-2020,012XX W BELMONT AVE,ASSAULT,SIMPLE,OTHER,False,False,41.939816554,-87.660218304,26,-5.0,-10.6,6.7,0.0
3088,11986714,02-20-2020,117XX S LOOMIS ST,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,False,41.680365008,-87.656603329,26,-5.0,-10.6,6.7,0.0
3092,11986636,02-20-2020,004XX S STATE ST,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",LIBRARY,False,False,41.876607964,-87.627644063,26,-5.0,-10.6,6.7,0.0
3124,11990864,02-20-2020,057XX S KEDZIE AVE,ASSAULT,SIMPLE,RESTAURANT,False,False,41.78913051,-87.703434602,26,-5.0,-10.6,6.7,0.0
3131,11987099,02-20-2020,047XX S LANGLEY AVE,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,False,41.809043324,-87.608974909,26,-5.0,-10.6,6.7,0.0
3181,11987497,02-20-2020,008XX N RIDGEWAY AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.896029696,-87.719993652,26,-5.0,-10.6,6.7,0.0
3200,11986431,02-20-2020,013XX W MARQUETTE RD,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,False,True,41.772292259,-87.657214289,26,-5.0,-10.6,6.7,0.0
3210,11987239,02-20-2020,005XX E 79TH ST,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,41.751164599,-87.612198632,26,-5.0,-10.6,6.7,0.0
3241,11987642,02-20-2020,081XX S ARTESIAN AVE,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,True,True,41.745599369,-87.684021126,26,-5.0,-10.6,6.7,0.0
3253,11987271,02-20-2020,062XX S SANGAMON ST,ASSAULT,SIMPLE,OTHER,False,False,41.781099015,-87.64846533,26,-5.0,-10.6,6.7,0.0
3257,11986686,02-20-2020,069XX S CALUMET AVE,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,False,False,41.768760581,-87.616950332,26,-5.0,-10.6,6.7,0.0
3259,11987450,02-20-2020,014XX S ALBANY AVE,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",False,False,41.862117771,-87.703038145,26,-5.0,-10.6,6.7,0.0
3261,11987073,02-20-2020,067XX S STATE ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.772035722,-87.625110878,26,-5.0,-10.6,6.7,0.0
3262,11987328,02-20-2020,085XX S ASHLAND AVE,ASSAULT,SIMPLE,STREET,False,False,41.738978222,-87.663144179,26,-5.0,-10.6,6.7,0.0
3295,11986970,02-20-2020,053XX W PALMER ST,ASSAULT,SIMPLE,STREET,False,False,41.920420861,-87.758800705,26,-5.0,-10.6,6.7,0.0
3302,11987185,02-20-2020,005XX S LAVERGNE AVE,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,41.873709176,-87.749169703,26,-5.0,-10.6,6.7,0.0
3310,11987029,02-20-2020,014XX N CICERO AVE,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,DEPARTMENT STORE,False,False,41.90690686,-87.746049479,26,-5.0,-10.6,6.7,0.0
3334,11986860,02-20-2020,001XX E 71ST ST,ASSAULT,SIMPLE,GAS STATION,False,False,41.76559446,-87.621050648,26,-5.0,-10.6,6.7,0.0
3340,11986414,02-20-2020,012XX S WABASH AVE,ASSAULT,SIMPLE,GROCERY FOOD STORE,True,False,41.866637818,-87.625811595,26,-5.0,-10.6,6.7,0.0
3350,11986987,02-20-2020,070XX S STONY ISLAND AVE,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",OTHER (SPECIFY),False,False,41.766910975,-87.585941418,26,-5.0,-10.6,6.7,0.0
3430,11987773,02-20-2020,002XX N LAVERGNE AVE,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",False,False,41.884807342,-87.75033191,26,-5.0,-10.6,6.7,0.0
3448,11986638,02-20-2020,072XX S COLES AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.764708006,-87.563193271,26,-5.0,-10.6,6.7,0.0
3460,11987318,02-20-2020,038XX W 26TH ST,ASSAULT,AGG PO HANDS NO/MIN INJURY,VEHICLE NON-COMMERCIAL,False,False,41.844291726,-87.721431241,26,-5.0,-10.6,6.7,0.0
3466,11987077,02-20-2020,007XX N LEAMINGTON AVE,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,False,False,41.893869916,-87.754341096,26,-5.0,-10.6,6.7,0.0
3566,12242757,12-11-2020,047XX N ALBANY AVE,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,False,41.967608532,-87.706003721,95,6.7,1.9,8.8,11.5
3569,12242424,12-11-2020,002XX W 105TH ST,ASSAULT,SIMPLE,RESIDENCE,False,False,41.703443026,-87.629346685,95,6.7,1.9,8.8,11.5
3582,12243919,12-11-2020,073XX S PHILLIPS AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,41.761727593,-87.564815996,95,6.7,1.9,8.8,11.5
3584,12242767,12-11-2020,064XX S YALE AVE,ASSAULT,SIMPLE,CHA HALLWAY / STAIRWELL / ELEVATOR,False,False,41.777740745,-87.631760999,95,6.7,1.9,8.8,11.5
3608,12242564,12-11-2020,065XX S HONORE ST,ASSAULT,SIMPLE,RESIDENCE,True,False,41.775282311,-87.670186558,95,6.7,1.9,8.8,11.5
3612,12243144,12-11-2020,031XX S MICHIGAN AVE,ASSAULT,SIMPLE,GAS STATION,False,False,41.837871585,-87.623435005,95,6.7,1.9,8.8,11.5
3623,12243069,12-11-2020,067XX S RHODES AVE,ASSAULT,AGGRAVATED POLICE OFFICER - HANDGUN,STREET,False,False,41.77237826,-87.611799766,95,6.7,1.9,8.8,11.5
3673,12242468,12-11-2020,065XX W ADDISON ST,ASSAULT,SIMPLE,CONSTRUCTION SITE,False,True,41.945610491,-87.789301076,95,6.7,1.9,8.8,11.5
